id,ret
122,"""体能测试程序用于评估体能水平提升，会把功率输出（瓦特）与心率进行对比；体能提升后，相同心率下功率输出会增加。该程序需要控制台能从接触式心率传感器或心率监测仪读取心率信息。开始测试时，先选择体能水平（初级 BEG 或高级 ADV），控制台会使用所选用户档案的年龄和体重计算体能得分。测试开始后运动强度逐渐增加，直到心率达到按最大心率 75% 计算的测试区间；随后保持强度 3 分钟，最后根据心率和功率输出计算体能得分。该得分主要用于和自己的历史成绩对比。控制台显示屏和触控按键位置见图示。<PIC>"", [""Manual14_21""]"
123,"""给电钻电池组充电时，先在插入电池组前将充电器插入合适的插座。然后把电池组 K 插入充电器，并确认电池组完全就位；红色充电指示灯持续闪烁，表示充电已经开始。<PIC>红色指示灯常亮表示充电完成，电池组已充满，此时可以取出使用，也可以留在充电器中。若充电异常，可按手册说明检查插座、环境温度和电池组状态。"", [""Manual11_2""]"
124,"""DCB101指示灯工作状态 电池组充电中<PIC>电池组已充满<PIC>过热/过冷延迟<PIC>电池组或充电器故障<PIC>电源故障<PIC>"", [""drill0_08"", ""drill0_09"", ""drill0_10"", ""drill0_11"", ""drill0_12""]"
126,"""单套无键夹头（图3-5） 警告：不要通过握住夹头前部并启动工具来拧紧钻头（或任何其他附件）。否则可能损坏夹头并导致人身伤害。更换附件时，务必锁定扳机开关并断开工具电源。 警告：启动工具前务必确保附件紧固。松动的附件可能弹出，造成人身伤害。 您的工具配有单套无键夹头（F），可单手操作夹头。安装钻头或其他附件，请遵循以下步骤。 1. 关闭工具并断开工具电源。<PIC>2. 一只手握住夹头黑色套筒，另一只手固定工具。逆时针旋转套筒至足够大，装入所需附件。<PIC>3. 将附件插入夹头约3/4英寸（19毫米），一只手顺时针旋转夹头套筒紧固，另一只手握住工具。您的工具配有自动主轴锁定机构，可单手开合夹头。务必一只手握住夹头套筒、另一只手握住工具，以达到最大紧固度。 拆卸附件时，重复上述步骤1和2。<PIC>腰带挂钩与批头夹（图2） 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。<PIC>警告：为降低严重人身伤害风险， 不要将工具悬挂在高处，或在腰带挂钩上悬挂物体。 仅将工具腰带挂钩挂在工作腰带上。 警告：为降低严重人身伤害风险， 确保固定腰带挂钩的螺钉紧固。 重要：安装或更换腰带挂钩或批头夹（批头夹另售）时，仅使用随附的螺钉（H）。务必拧紧螺钉。 腰带挂钩（G）和批头夹（I）可使用随附螺钉（H）安装在工具任意一侧，适配左手或右手用户。如果不需要挂钩或批头夹，可从工具上取下。 移动腰带挂钩或批头夹时，取下固定螺钉（H），然后重新安装在另一侧。务必拧紧螺钉。"", [""drill0_01"", ""drill0_02"", ""drill0_03"", ""Manual11_7""]"
127,"""安装或拆卸电钻电池组前，应关闭工具；为获得最佳效果，请确认电池组已充满电。安装时，将电池组 K 对准工具手柄内的导轨，滑入手柄，直到电池组牢固就位且不会松脱。<PIC>拆卸时，按下电池释放按钮 J，再将电池组从工具手柄中平稳拔出。取下后可按充电器章节的说明插入充电器充电；调整或拆装附件前也应取下电池组，以防意外启动。"", [""Manual11_8""]"
128,"""腰带挂钩与批头夹（图2） 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。<PIC>警告：为降低严重人身伤害风险， 不要将工具悬挂在高处，或在腰带挂钩上悬挂物体。 仅将工具腰带挂钩挂在工作腰带上。 警告：为降低严重人身伤害风险， 确保固定腰带挂钩的螺钉紧固。 重要：安装或更换腰带挂钩或批头夹（批头夹另售）时，仅使用随附的螺钉（H）。务必拧紧螺钉。 腰带挂钩（G）和批头夹（I）可使用随附螺钉（H）安装在工具任意一侧，适配左手或右手用户。如果不需要挂钩或批头夹，可从工具上取下。 移动腰带挂钩或批头夹时，取下固定螺钉（H），然后重新安装在另一侧。务必拧紧螺钉。<PIC>"", [""Manual11_7"", ""drill0_14""]"
129,"""附件<PIC>警告：由于制造商提供的附件以外的其他附件未通过本产品测试，使用此类附件可能存在危险。为降低受伤风险，本工具仅应使用制造商推荐的附件。 维修 充电器和电池组不可维修。 为确保产品安全可靠，维修、保养和调节（包括碳刷检查和更换）应由专业工厂服务中心、专业授权服务中心或其他合格维修人员执行。务必使用相同的替换零件。 在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险损失时，产品注册可作为购买凭证。 • 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/register在线注册。"", [""Manual11_9""]"
130,"""三年有限保修 除保修外，工具还享有： 1年免费服务 购买后第一年内，制造商将免费维护工具，更换正常使用造成的磨损部件。 2年免费服务（电池组DC9071、DC9091、DC9096、DC9280、DC9360、DC9180、DCB120、DCB127、DCB201、DCB203、DCB207） 3年免费服务（其他电池组） 如果电池组被擅自改装，产品保修失效。 制造商对任何改装导致的伤害不承担责任，并将在法律允许范围内追究保修欺诈责任。"", []"
131,"""购买健身追踪器后，包装盒内应包含配有小号表带的手表，颜色和材质以实际产品为准。<PIC>还应包含充电线。<PIC>以及额外的大号表带。<PIC>如果需要其他颜色或材质的可拆卸表带，手册说明这类配件表带需要单独购买，且单独销售的表带尺寸或细节可能略有差异。"", [""fitness_trackers_01"", ""fitness_trackers_02"", ""fitness_trackers_03""]"
132,"""为手表充电 充满电的健身追踪器续航时间可达6天以上。电池续航和充电周期随使用情况及其他因素而异；实际结果可能有所不同。 为健身追踪器充电： 1. 将充电线插入电脑的USB端口、UL认证的USB墙充充电器或其他低功耗充电设备。 2. 将充电线的另一端靠近手表背面的充电接口，直至磁吸吸附。确保充电线上的金属触点与手表背面的接口对齐。<PIC>为健身追踪器充电12分钟即可续航24小时。手表充电时，轻点屏幕两次或按下按钮即可点亮屏幕。完全充满电大约需要1-2小时。<PIC>"", [""Manual16_1"", ""Manual16_2""]"
133,"""日常佩戴与运动佩戴位置 不运动时，将健身追踪器佩戴在腕骨上方一指宽的位置。 一般来说，长时间佩戴后，定期取下手表休息约一小时始终很重要。我们建议洗澡时取下手表。虽然你可以戴着手表洗澡，但取下可减少接触肥皂、洗发水和护发素的可能性，这些物品可能会对手表造成长期损坏，并可能引起皮肤刺激。<PIC>为优化运动时的心率监测： · 运动时，可将表带向上移动以获得更贴合的佩戴效果。如感到不适，请松开表带；若不适持续，请取下手表让手腕休息。<PIC>· 将手表戴在手腕正面，确保设备背面与皮肤接触。"", [""Manual16_4"", ""Manual16_5""]"
134,"""扣紧表带 1. 将健身追踪器戴在手腕上。 2. 将底部表带穿入顶部表带的第一个环扣。<PIC>3. 收紧表带至舒适贴合，将表扣钉按入表带上的其中一个孔。如果使用小号表带的最后两个孔，我们建议更换为大号表带以获得更稳固的佩戴效果。<PIC>4. 将表带的松散端穿入第二个环扣，使其平整贴在手腕上。确保表带不要过紧。佩戴时应留有空隙，可在手腕上轻微移动。<PIC>"", [""Manual16_6"", ""Manual16_7"", ""Manual16_8""]"
135,"""拆卸健身追踪器表带时，先将手表翻到背面，找到表带卡扣。<PIC>松开卡扣，并把扁平按钮向表带方向滑动。然后轻轻将表带从手表上拔下。<PIC>另一侧表带按同样方法拆下。安装表带时，将表带按入手表末端，直到听到咔嗒声并确认卡紧。<PIC>带环扣和表扣钉的一侧应安装在手表顶部，装好后轻拉确认不会松脱。"", [""Manual16_9"", ""Manual16_10"", ""Manual16_11""]"
136,"""基础操作 主屏幕为时钟界面。 · 向下滑动查看快捷设置 · 向上滑动查看通知。 · 左右滑动查看功能卡片。<PIC>· 按下按钮打开应用菜单或返回时钟界面。 · 长按时钟界面可切换已保存的表盘。 按钮快捷操作 使用按钮快速访问非接触式支付、语音助手、快捷设置或你喜爱的应用。<PIC>按下按钮 按下按钮返回时钟界面。在时钟界面，按下按钮打开手表上已安装的应用列表。 长按按钮 长按按钮1秒可激活你选择的功能。首次使用按钮快捷操作时，选择其激活的功能。如需更改长按按钮激活的功能，请打开手表上的设置应用，然后点击快捷方式。确认长按快捷方式已开启，然后点击长按选择你想要的应用。"", [""Manual16_12"", ""Manual16_13""]"
137,"""管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。 管理通知： · 在时钟界面向上滑动查看通知，点击任意通知展开。 · 删除单条通知：点击展开，滑动至底部并点击清除。 · 一次性删除所有通知：向上滑动至通知底部，点击全部清除。 · 退出通知界面：按下按钮或向下滑动。 关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。 关闭特定通知： 1. 在手机健身追踪器应用的今日页面，点击左上角图标, 健身追踪器卡片, 通知。 2. 关闭你不希望再在手表上接收的通知。 关闭所有通知： 1. 在时钟界面向下滑动进入快捷设置。 2. 点击勿扰图标。所有通知（包括目标庆祝和提醒）都会关闭。<PIC>注意：如手机开启了勿扰设置，关闭该设置前手表不会接收通知。 接听或拒接来电 与iPhone或安卓手机配对后，健身追踪器可让你接听或拒接来电。 接听来电：点击手表屏幕上的绿色电话图标。拒接来电：点击红色电话图标转语音信箱。 来电者在联系人列表中会显示姓名，否则显示电话号码。<PIC>"", [""Manual16_29"", ""Manual16_30""]"
138,"""追踪皮肤温度变化 健身追踪器每晚记录你的皮肤温度，显示与个人基准的差异，帮你识别身体变化。了解夜间皮肤温度变化有助掌握身体状况、发现趋势。 查看夜间睡眠皮肤温度变化：打开手机上的健身追踪器应用。在今日页面，点击温度卡片。<PIC>昨晚比基准低-0.2°F 你会看到皮肤温度变化图表，以及你手动记录的任何核心温度读数。<PIC>注意：必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。请注意：此功能并非在所有地区都可用。"", [""Manual16_35"", ""Manual16_36""]"
139,"""通过运动应用追踪和分析运动 在健身追踪器上通过运动应用追踪特定运动，查看实时数据，包括心率、消耗卡路里、耗时和手腕上的运动后摘要。查看完整运动数据，如使用GPS还可查看运动强度地图，请点击健身追踪器应用中的运动卡片。 追踪运动：1. 在健身追踪器上打开运动应用，滑动找到运动类型；最近使用的运动显示在顶部，点击其他运动可查看完整列表，也可通过语音助手打开运动应用或开始追踪运动。2. 点击选择运动；如运动使用GPS，可等待信号连接，也可先开始运动，GPS会在信号可用时自动连接，连接可能需要几分钟。3. 点击播放图标开始运动，或向上滑动选择运动目标、调整运动设置。4. 点击或滑动大数值数据滚动查看实时数据。暂停运动时按下按钮或向上滑动点击暂停图标，再次按下按钮或点击继续图标可恢复。5. 运动结束后，向上滑动点击结束，手表显示运动摘要。6. 点击继续恢复运动，点击新运动开始新运动，或点击完成关闭摘要界面。<PIC>"", [""Manual16_42""]"
140,"""健身追踪器会使用心率储备来个性化设置心率区间；心率储备是最大心率与静息心率之间的差值。运动时，你可以在手表上查看实时心率和当前心率区间，帮助判断训练强度是否达到目标。<PIC>当进入某个心率区间时，设备会提醒你。若默认区间不适合，也可以在健身追踪器应用中创建自定义心率区间，用于特定心率范围的训练。"", [""Manual16_44""]"
141,"""进行消费 使用健身追踪器设备在任何支持非接触式支付的商店消费。确认商店是否支持非接触式支付，请查看支付终端上的以下标志：<PIC>澳大利亚以外的所有用户： 1. 打开手表上的钱包或健身追踪器支付应用。注意：可通过双击手表上的按钮快速访问支付应用。 2. 如提示，输入4位手表PIN码。屏幕显示默认卡。<PIC>3. 使用默认卡支付：将手腕靠近支付终端。使用其他卡支付：滑动找到要使用的卡，然后将手腕靠近支付终端。 澳大利亚用户： 1. 如持有澳大利亚银行的信用卡或借记卡，将手表靠近支付终端支付。如卡来自澳大利亚以外的银行，或希望使用非默认卡支付，请完成上述部分步骤1-3。 2. 如提示，输入4位手表PIN码。 3. 如消费金额超过100澳元，请按照支付终端上的说明操作。提示输入PIN码时，输入卡片的PIN码（非手表PIN码）。 支付成功时，手表震动并在屏幕上显示确认信息。 如支付终端未识别健身追踪器设备，请确保表盘靠近读取器，并告知收银员你使用非接触式支付。 为增加安全性，使用非接触式支付时必须将健身追踪器戴在手腕上。"", [""Manual16_46"", ""Manual16_47""]"
142,"""故障排除 如健身追踪器运行异常，可按症状处理。 心率信号丢失：健身追踪器在运动和全天持续追踪心率；如果传感器难以检测信号，手表会显示虚线。<PIC>此时请确认佩戴正确，可在手腕上上下移动手表，或收紧/松开表带，让设备背面与皮肤接触。保持手臂静止伸直片刻后，应能再次看到心率。 GPS信号丢失：高楼、茂密森林、陡峭山坡和厚云层等环境因素可能干扰GPS连接；运动期间搜索GPS信号时，屏幕顶部会显示旋转GPS图标。<PIC>为获得最佳效果，开始运动前等待设备找到信号。运动期间若GPS图标显示红色，表示信号丢失，手表会尝试重新连接。<PIC>其他问题：如无法同步、无法响应轻点/滑动/按钮操作、无法追踪步数或其他数据、无法显示通知，可重启手表后再检查。"", [""Manual16_48"", ""Manual16_49"", ""Manual16_50""]"
144,"""设置健身追踪器锁屏时，需要在健身追踪器应用中开启设备锁；开启后，解锁手表时要输入个人 4 位 PIN 码。如果你在手表上设置了非接触式支付，设备锁会自动开启，而且必须设置密码；不使用非接触式支付时，设备锁为可选功能。开启或重置 PIN 的路径是：在应用的“今日”页面，点击左上角图标，进入健身追踪器卡片，然后选择“设备锁”。设置后请记住 PIN，后续解锁或管理相关安全功能时会用到。"", []"
145,"""使用冰箱冰柜时，手册中的前五条注意事项是：1. 若墙壁插座松动，请勿插入电源插头，否则可能引发触电或火灾；插座/插头风险见图。<PIC>2. 切勿拉扯电源线拔下冰箱插头，务必握紧插头直接从插座拔出，否则可能导致电线断开、短路，引发触电或火灾。3. 请勿用湿布清洁插头，应清除电源插脚上的异物，否则有火灾风险；电源线和插头操作警示见图。<PIC>4. 请勿将手伸入电器底部区域，尖锐边缘可能造成人身伤害。5. 拔下电器插头后，至少等待 5 分钟再重新插入插座，否则冷冻室异常运行可能导致物品损坏。"", [""Manual17_7"", ""Manual17_5""]"
146,"""注意事项：1. 本冰箱冰柜使用前必须按照安装说明正确安装与放置。2. 安装本冰箱冰柜前应先阅读安装手册。3. 切勿拉扯电源线拔下冰箱冰柜插头，务必握紧插头直接从插座拔出。4. 冰箱冰柜运行后，请勿触摸冷冻室低温表面，尤其是手部潮湿时。5. 清洁冰箱冰柜前请拔下电源插头；切勿损坏、过度弯折、拉扯或扭曲电源线，电源线损坏可能引发火灾或触电。"", []"
153,"""燃油高度易燃且有毒 加油时务必关闭发动机。<PIC>加油时严禁吸烟或靠近明火。<PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。<PIC>加油后务必拧紧油箱盖；如果燃油洒出，应立即擦拭干净，并在确认无燃油蒸汽或泄漏风险后再启动发动机。"", [""generator_20"", ""generator_21"", ""generator_03""]"
154,"""发动机及消音器可能高温发烫 请将发电机放置在行人或儿童不易触碰的地方。<PIC>运行时避免在排气口附近放置任何易燃物品。<PIC>请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。<PIC>避免在防尘罩覆盖下运行发动机。<PIC>务必仅通过提手搬运发电机。 图示位置为提手。 维护或搬运前应等待发动机和消音器冷却；运行时不要让儿童或行人靠近排气口和高温部件。"", [""generator_04"", ""Manual18_8"", ""Manual18_9"", ""Manual18_10""]"
155,"""防止发电机触电时，首先不要在雨雪中运行发动机，也不要湿手触碰发电机。<PIC>发电机必须接地，接地导线要有足够载流量。<PIC>接地线直径需按手册要求选择。<PIC>接地端子位置见图示。<PIC>如使用环境潮湿、线路破损或接地不可靠，应停止使用并先排除风险。"", [""Manual18_12"", ""Manual18_13"", ""Manual18_14"", ""Manual18_15""]"
156,"""燃油开关旋钮用于将燃油从油箱输送到化油器，发动机运行前需要确认其处于供油状态。<PIC>如果燃油开关旋钮无法转动，可取下盖板，使用内部的燃油开关拨杆供油。<PIC>操作后应确认旋钮或拨杆位置正确，避免发动机因未供油无法启动；停机或存放时再按手册要求关闭燃油供给。"", [""Manual18_19"", ""Manual18_20""]"
157,"""使用前检查 注：每次使用发电机前均应进行使用前检查。 警告 发动机运行后，发动机及消音器温度极高。检修或维修时，在其冷却前切勿用身体或衣物触碰。<PIC>燃油 确认油箱内燃油充足。 推荐燃油：无铅汽油 油箱容量：总计2.5升（0.55英制加仑，0.66美制加仑）<PIC>本发电机发动机设计使用泵法辛烷值((R+M)/2)86及以上或研究法辛烷值91及以上的普通无铅汽油。<PIC>警告 燃油高度易燃且有毒。加油前应遵守燃油安全要求。切勿加注至燃油滤清器顶部以上，否则燃油受热膨胀后可能溢出。立即擦拭溢出的燃油。加油后务必拧紧油箱盖。<PIC>"", [""generator_11"", ""generator_12"", ""generator_13"", ""generator_14""]"
158,"""注：启动发动机前，请勿连接任何电气设备，并将经济控制开关置于关闭位置。<PIC>1. 按住油箱盖防止转动，将通气旋钮逆时针旋转1圈，打开油箱通气口。<PIC>2. 将燃油开关旋钮置于“开启”位置。<PIC>完成这两个步骤后，后续还需要将发动机开关置于开启位置、按需拉出阻风门并拉动反冲启动器。"", [""Manual18_25"", ""Manual18_26"", ""Manual18_27""]"
159,"""接线 交流电（AC） 注意 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。 1. 将电源线在提手上缠绕2至3圈。 2. 启动发动机。 3. 插入交流插座。<PIC>4. 确认交流指示灯亮起。 交流指示灯见图示。<PIC>5. 将经济控制开关置于“Ⅰ”（开启）位置，然后打开电气设备电源。 图示为经济控制开关开启位置。"", [""Manual18_33"", ""Manual18_34""]"
160,"""发电机上的发动机开关用于控制点火系统：拨到 ON/开启时点火电路接通，可以启动发动机；拨到 STOP/停止时点火电路切断，发动机会停机。<PIC>经济控制开关用于控制运行转速：开启时，经济控制单元会根据外接负载自动调节发动机转速，以降低油耗和噪音；关闭时，无论是否连接负载，发动机都会以额定约 5000 转/分钟运行。使用压缩机、潜水泵等启动电流较大的设备时，应将经济控制开关置于关闭。<PIC>"", [""generator_06"", ""generator_07""]"
161,"""请先在手册的“识别码记录”位置填写 MODEL、PRI-I.D. CODE 和 SERIAL No. 等信息；这些编号用于向经销商订购零配件，也便于售后服务和防盗记录。<PIC>机器序列号本身标注在机身图示位置，查到后应抄录到识别码记录栏，并另行保存一份。编号前三位通常是机型标识，其余数字是产品生产编号。<PIC>"", [""Manual18_0"", ""Manual18_1""]"
162,"""直流保护器会在负载超过发电机直流额定输出时自动断开，以保护发电机和外接设备。<PIC>处理时先把负载降到额定输出范围内，再按复位键恢复直流保护器；如果复位后仍再次断开，不要继续强行使用，应停止充电或供电并咨询发电机经销商。<PIC>"", [""generator_08"", ""generator_09""]"
163,"""使用发电机前应检查发动机机油，确认机油液位处于机油加注口的上限位置，必要时添加机油。<PIC>上限位置见图示标记。<PIC>注意，发电机出厂时未加注发动机机油，必须先加注机油，否则发动机无法启动。建议把发电机放在水平面上检查，避免液位判断不准。"", [""generator_17"", ""generator_18""]"
164,"""启动发电机发动机的最后三个步骤是：第五步，缓慢拉动反冲启动器至啮合位置，然后快速拉动；拉动时要牢牢握住提手，防止发电机倾倒。<PIC>第六步，发动机启动后进行暖机，直到阻风门旋钮推回原位时发动机也不会熄火。第七步，将阻风门旋钮推回原位。<PIC>如果是热机启动，热机启动时无需使用阻风门，可将阻风门旋钮推回原位。"", [""generator_16"", ""Manual18_29""]"
165,"""电池充电 发电机直流额定电压为12V。 1. 将充电线在提手上缠绕2至3圈，插入直流插座。 注： 启动发动机后再连接电池。红线夹接电池正极(+)，黑线夹接电池负极(-)，切勿接反。 红色线夹接正极，黑色线夹接负极。 2. 启动发动机。 3. 按下直流保护器，安装电池。<PIC>注意 充电时务必关闭经济控制开关。务必确保电池接线正确。务必确保通气软管连接正确，无损坏或堵塞。若直流保护器断开，请将负载降至发电机额定输出范围内。若再次断开，请咨询发电机经销商。 注：按下即可复位直流保护器。图示标明复位和断开位置<PIC>注：电池充满电时，电解液比重在1.26至1.28之间。每小时检查一次比重。充电时严禁吸烟，严禁在电池处连接或断开线路，火花可能点燃电池产生的气体。电池电解液有毒且具有腐蚀性，会造成严重灼伤，内含硫酸。避免接触皮肤、眼睛或衣物。急救措施：皮肤接触——用水冲洗。误食——大量饮水或牛奶，随后服用氧化镁乳、蛋清或植物油，立即就医。眼睛接触——用水冲洗15分钟并立即就医。电池产生易爆气体，远离火花、明火、香烟等。在密闭空间充电或使用时请通风。操作电池时务必佩戴护目镜。请放置在儿童接触不到的地方。<PIC>"", [""Manual18_37"", ""Manual18_38"", ""Manual18_39""]"
166,"""让发动机停机前，先关闭所有外接电气设备，并把经济控制开关置于关闭位置。<PIC>然后断开所有电气设备，避免带负载停机。<PIC>接着将发动机开关拨到 STOP/停止位置，使点火电路切断、发动机停止。<PIC>最后将燃油开关旋钮置于关闭位置。<PIC>随后顺时针拧紧油箱盖通气旋钮至手指拧紧状态，切断燃油供给。"", [""generator_22"", ""generator_23"", ""generator_24"", ""Manual18_40""]"
167,"""火花塞应定期拆卸并检查。先取下盖板。<PIC>检查火花塞是否变色并清除积碳。<PIC>再检查火花塞型号及间隙，间隙位置见图示。<PIC>确认正常后安装火花塞并装回盖板。<PIC>如果发现火花塞积碳严重、受潮或点火系统异常，应按故障排除要求处理或咨询经销商。"", [""Manual18_44"", ""Manual18_45"", ""Manual18_46"", ""Manual18_47""]"
168,"""发动机机油更换 1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，顺时针拧紧油箱盖通气旋钮。 2. 取下盖板。<PIC>3. 从发电机底部拆下放油接头，打开机油加注口盖。<PIC>4. 将放油接头安装到机油加注口。<PIC>5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。<PIC>6. 添加发动机机油至上限位置。 图示标明上限位置。 注：推荐发动机机油等级：API标准 SE级或SF级。 7. 从机油加注口拆下放油接头。"", [""Manual18_49"", ""Manual18_50"", ""generator_25"", ""generator_26""]"
169,"""空气滤清器操作时，先取下盖板。图中 2 是固定空气滤清器盖的卡箍，3 是空气滤清器盖；松开卡箍后取下盖板。<PIC>取出滤芯后，用溶剂清洗并晾干，再给滤芯上油并挤出多余机油；滤芯应保持湿润但不能滴油，不要拧绞滤芯，以免撕裂。<PIC>然后把滤芯装回空气滤清器，确认滤芯密封面与空气滤清器贴合、没有漏气，最后装回空气滤清器盖和盖板。严禁在未安装滤芯的情况下运行发动机。"", [""Manual18_62"", ""Manual18_63""]"
170,"""发动机无法启动时，先按燃油系统检查：如果油箱无油，添加合适燃油；如果油箱有油，确认油箱盖通气旋钮已打开、燃油开关旋钮置于开启位置。<PIC>若仍无法供油，继续检查燃油管路是否堵塞并清洁；化油器堵塞时需要清洁化油器。<PIC>再检查发动机机油系统：将发动机开关置于开启并拉动反冲启动器，若机油警告灯闪烁，说明机油液位低，应添加发动机机油。还应按图示检查火花塞火花和火花塞间隙；基础项目排查后仍不能启动时，请咨询经销商。<PIC>"", [""generator_28"", ""generator_29"", ""Manual18_65""]"
171,"""排空燃油时，先打开油箱盖，用市售手动虹吸管把油箱内燃油排入合格汽油容器，然后装回油箱盖；溢出的燃油要立即擦净。<PIC>接着取下盖板，松开化油器浮子室放油螺丝，将化油器内燃油排空；再把燃油开关旋钮置于关闭位置，启动发动机直到其自行停机，以燃尽化油器内剩余燃油。<PIC>整个过程应远离明火、保持通风，并使用合格容器承接燃油。"", [""Manual18_67"", ""Manual18_68""]"
172,"""为对电压敏感的精密设备供电前，先核算负载：确认所有外接负载总和没有超过发电机额定输出范围；交流和直流可同时使用，但总功率不得超过额定输出。典型负载、功率因数和直流额定电压/电流可先看适用范围图。<PIC>再对照发电机额定输出表，确认交流和直流合计功率没有超限。<PIC>如果超出适用范围，过载指示灯会亮起，应降低或断开负载，过载指示灯位置见图。<PIC>此外，部分医疗设备、个人电脑，以及会检测峰值电压或有效值电压的逆变器，可能需要比便携式发电机更稳定的电压供应。因此连接前应咨询精密设备供应商或制造商，确认设备适合由便携式发电机供电，并按设备要求配置稳压或保护措施。"", [""Manual18_30"", ""Manual18_31"", ""Manual18_32""]"
173,"""这三个速度主要用于练习不同操控场景。拖曳速度是最低操控速度，几乎不加油门，艇体沉在水中，基本不形成尾流，适合低速直行、靠近码头或基础转向练习。<PIC>半滑航速度是中等速度，艇首略微抬起但艇体仍在水中行驶，会形成尾流，适合练习油门控制和中低速转向。<PIC>滑航速度是较快速度，艇体在水面上滑行，速度更高、停车距离更长，对观察、转向和避让要求更高，适合在开阔水域熟练后练习。<PIC>划船、钓鱼或训练时应根据水域、视野、周围船只和人员选择安全速度，不要在拥挤或视线受限区域使用高速。"", [""Manual40_1"", ""Manual40_2"", ""Manual40_3""]"
174,"""练习3：登艇与平衡 目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。 技能： 深水登艇与静止平衡。 操作方法： 先在近岸练习，再前往开阔水域。 驾驶者体重越大，平衡艇体难度越高。 练习时不启动发动机。 将熄火绳系在手腕上，在水深至少齐胸的水域让艇漂浮。 训练1：登艇 1. 游至艇尾，双手放在登艇平台上，单手抓住扶手。<PIC>2. 拉身体至平台跪姿，再移至座位跨坐。<PIC>3. 将熄火绳系在手腕上，将卡扣安装到熄火开关。 4. 双手紧握车把，双脚放入脚坑。<PIC>5. 反复练习登艇与平衡，直至整个过程中能保持良好平衡。 提示： 本艇配备登艇台阶，可放下辅助登艇。登艇后台阶自动复位。<PIC>训练2：扶正倾覆艇体 艇体倾覆后不要长时间放置，否则更多水会进入发动机舱。 1. 练习扶正时，先故意将艇倾覆。 2. 取下熄火开关卡扣。 3. 游至艇尾，单手拉动滑行板，另一只手或脚下压舷缘，将艇翻转。 4. 启动发动机，以滑航速度直线行驶至少2分钟，排出发动机舱残留水分。"", [""Manual40_13"", ""Manual40_14"", ""Manual40_15"", ""Manual40_16""]"
175,"""练习7：滑航速度操作 目标： 本练习教你了解高速下滑航速度的艇体感受与操作，展示高速急转弯导致艇体侧滑或部分自旋的情况。 技能： 油门控制、转向、重心转移与侧滑。 操作方法： 因涉及高速，本练习需在开阔、平静、无交通及障碍物的大水域进行。 记住，转向需要油门。 训练1：滑航速度转向 1. 加速至滑航速度，然后转向。 2. 练习左右转向画椭圆。 3. 重复训练，从平缓转向、低速开始，随技能与信心提升逐步增加难度。 你会发现艇体转向方式与半滑航速度时不同。<PIC>滑航速度下，艇体在给定速度下的转向角度有限。 车把转向过度时，艇体可能开始侧滑，无法更急转弯。这是因为侧滑时进入喷射口的水量减少，喷嘴排水量下降，转向推力降低。 结果是艇体减速，转向更平缓。将车把转回较小角度可恢复正常转向。 练习7：滑航速度操作 训练2：滑航速度转向操作 1. 加速至滑航速度。 2. 结合左右转向完成一系列圆圈与8字路线。 3. 重复训练，逐步提高速度并减小转弯半径，切勿急于求成。<PIC>"", [""Manual40_26"", ""Manual40_27""]"
176,"""训练1：半滑航速度前进与大椭圆转向 1. 逐渐加速至半滑航速度，保持速度平稳右转。 2. 重复训练，平稳左转。 3. 重复训练，前进并转向完成完整椭圆。<PIC>训练2：绕圈行驶 1. 右转绕大圈，保持速度不变，逐渐缩小圈径。 2. 重复训练，左转绕圈。<PIC>训练3：8字行驶 1. 结合上述训练完成大8字路线。 2. 重复训练，每次缩小8字尺寸。<PIC>这些训练都应在开阔、安全水域反复练习，并持续观察周围人员、物体和其他船只，避免只关注路线而忽略碰撞风险。"", [""Manual40_22"", ""Manual40_23"", ""Manual40_24""]"
